,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters
13715,40.78703,-73.95196,250,90,0,0.0,1,363,2
13716,40.75619,-73.91881,66,1,0,0.0,1,0,0
13717,40.80621,-73.94461,65,2,167,4.16,1,209,2
13718,40.71081,-73.94238,120,5,34,0.83,1,0,0
13719,40.78162,-73.9475,125,1,6,0.15,1,365,2
13720,40.79121,-73.96963,260,3,82,2.05,1,12,0
13721,40.69379,-73.94539,94,2,37,0.88,1,0,0
13722,40.8471,-73.93803,79,3,4,0.1,5,17,0
13723,40.64569,-73.95849,49,8,0,0.0,3,0,0
13724,40.74234,-74.00032,1731,10,84,2.8,2,97,3
13725,40.67843,-73.98393,99,1,176,4.14,8,365,2
13726,40.70764,-73.94231,41,1,1,0.02,3,0,0
13727,40.72156,-73.97902,90,1,3,0.08,2,0,0
13728,40.82317,-73.94507,69,3,4,0.34,1,0,0
13729,40.75168,-73.99376,81,1,0,0.0,1,0,0
13730,40.69267,-73.99793,113,5,77,1.99,1,44,0
13731,40.85598,-73.90052,35,3,2,0.06,1,0,0
13732,40.79346,-73.94613,85,1,0,0.0,1,0,0
13733,40.68086,-73.92746,45,1,0,0.0,1,0,0
13734,40.68545,-73.96048,200,3,22,0.54,1,363,2
13735,40.77467,-73.95405,100,30,7,0.21,9,331,2
13736,40.84721,-73.83222,37,5,10,0.25,1,0,0
13737,40.59606,-73.77882,180,1,19,0.54,1,361,2
13738,40.69724,-73.932,105,1,0,0.0,1,0,0
13739,40.73555,-73.98994,200,28,4,0.11,1,73,0
13740,40.67434,-73.95762,45,4,0,0.0,1,0,0
13741,40.81015,-73.94728,80,1,27,0.79,1,302,2
13742,40.72551,-73.99075,122,3,0,0.0,1,0,0
13743,40.76367,-73.98613,400,3,0,0.0,1,0,0
13744,40.62317,-74.02535,55,1,1,0.02,1,0,0
13745,40.82377,-73.94565,110,1,0,0.0,1,0,0
13746,40.78165,-73.94647,110,30,7,0.22,15,331,2
13747,40.75427,-73.9928,135,1,3,0.09,1,0,0
13748,40.85143,-73.93089,45,1,3,0.08,1,0,0
13749,40.79939,-73.96875,145,1,20,0.48,1,0,0
13750,40.6765,-73.94277,37,10,6,0.14,3,0,0
13751,40.68676,-73.92192,90,1,163,3.94,1,25,0
13752,40.78986,-73.96825,305,2,21,0.54,1,177,2
13753,40.80076,-73.96389,100,1,0,0.0,1,0,0
13754,40.71288,-73.9974,180,2,167,4.04,1,261,2
13755,40.82284,-73.94199,90,1,151,5.34,1,22,0
13756,40.76824,-73.95858,135,3,5,0.13,1,0,0
13757,40.66932,-73.98321,49,5,2,0.05,1,0,0
13758,40.67741,-74.0139,95,3,12,0.3,1,0,0
13759,40.67785,-73.95217,155,3,71,1.81,3,302,2
13760,40.68746,-73.95936,47,14,1,0.03,1,0,0
13761,40.6858,-73.93465,120,2,0,0.0,1,0,0
13762,40.77651,-73.91009,38,4,54,1.4,2,24,0
13763,40.6695,-73.93298,199,2,9,0.61,3,90,0
13764,40.71424,-73.9968,87,3,27,0.71,2,12,0
13765,40.76301,-73.91295,80,1,0,0.0,1,0,0
13766,40.77673,-73.90993,40,2,8,0.2,2,229,2
13767,40.69177,-73.90451,155,2,207,4.89,1,20,0
13768,40.67905,-74.00089,125,21,0,0.0,1,0,0
13769,40.67433,-73.9575,81,3,120,2.81,1,0,0
13770,40.69358,-73.92409,129,2,114,2.75,1,235,2
13771,40.74673,-73.97343,83,1,2,0.05,1,0,0
13772,40.81388,-73.95229,70,2,0,0.0,1,0,0
13773,40.6732,-73.97282,130,2,16,0.4,1,0,0
13774,40.67992,-73.9776,325,4,2,0.05,1,0,0
13775,40.8379,-73.94095,30,3,119,3.19,1,3,0
13776,40.74651,-73.83176,50,1,112,2.78,8,84,0
13777,40.74609,-73.83175,50,1,98,2.32,8,79,0
13778,40.79988,-73.9612,45,27,0,0.0,1,0,0
13779,40.72174,-73.99639,200,2,5,0.12,1,0,0
13780,40.74357,-73.98466,600,1,0,0.0,1,0,3
13781,40.72508,-73.94488,80,2,14,0.37,1,0,0
13782,40.68597,-73.91417,35,1,1,0.02,1,0,0
13783,40.6863,-73.91365,75,1,1,0.08,1,158,0
13784,40.72211,-73.80908,30,1,0,0.0,1,0,0
13785,40.78923,-73.96802,135,30,1,1.0,1,30,0
13786,40.69507,-73.94332,125,2,202,4.76,1,276,2
13787,40.68444,-73.98847,62,2,1,0.02,2,0,0
13788,40.71141,-73.95155,1002,365,10,0.25,1,365,3
13789,40.71436,-73.95445,100,1,5,0.12,1,0,0
13790,40.69317,-73.82527,50,1,96,3.77,5,0,0
13791,40.65003,-73.96,80,7,0,0.0,1,0,0
13792,40.73144,-73.98355,75,1,0,0.0,1,0,0
13793,40.67778,-73.96091,60,1,2,0.05,1,0,0
13794,40.70526,-73.91964,75,1,1,0.02,1,0,0
13795,40.66386,-73.93876,65,3,8,0.19,2,0,0
13796,40.73013,-74.00172,80,1,1,0.02,1,0,0
13797,40.69414,-73.94723,130,3,6,0.23,1,0,0
13798,40.71863,-73.94528,333,7,0,0.0,1,365,2
13799,40.73968,-73.99693,120,1,0,0.0,1,0,0
13800,40.74796,-73.97018,144,3,0,0.0,1,0,0
13801,40.67991,-73.98368,149,1,93,2.48,8,365,2
13802,40.68413,-73.90731,150,3,45,1.1,1,129,0
13803,40.71077,-73.96259,60,1,1,0.03,1,0,0
13804,40.72025,-73.95195,190,2,0,0.0,1,0,0
13805,40.69995,-73.92937,100,5,14,0.33,1,1,0
13806,40.68805,-73.96952,150,2,131,3.09,2,0,0
13807,40.67008,-73.9571,170,3,1,0.03,1,354,2
13808,40.7457,-73.94497,65,4,38,0.93,1,12,0
13809,40.79037,-73.9428,90,2,1,0.04,1,0,0
13810,40.73345,-73.95973,55,2,26,0.81,2,0,0
13811,40.72265,-73.99493,250,1,0,0.0,1,0,0
13812,40.69886,-73.92957,80,10,0,0.0,1,0,0
13813,40.71156,-73.96343,319,3,75,1.84,1,112,0
13814,40.76343,-73.99391,120,30,5,0.13,31,345,2
13815,40.64465,-74.09272,50,1,149,3.7,1,276,2
13816,40.71489,-73.991,100,1,0,0.0,1,0,0
13817,40.76771,-73.91675,60,1,0,0.0,1,0,0
13818,40.68797,-73.97288,175,5,16,0.46,1,129,0
13819,40.68665,-73.9774,67,3,14,0.41,3,0,0
13820,40.79141,-73.97345,140,30,0,0.0,96,338,2
13821,40.71855,-73.9438,90,2,0,0.0,1,0,0
13822,40.71966,-73.96265,165,30,14,0.36,1,330,2
13823,40.73562,-73.98308,90,1,0,0.0,1,0,0
13824,40.76486,-73.99479,150,30,8,0.2,31,298,2
13825,40.71892,-73.95616,115,3,27,0.69,1,56,0
13826,40.61465,-73.96065,65,2,8,0.19,2,321,2
13827,40.69363,-73.94805,70,3,33,0.81,1,365,2
13828,40.72647,-73.99061,219,2,3,0.09,1,306,2
13829,40.67833,-73.96904,45,1,204,4.82,13,324,2
13830,40.68379,-73.9405,55,1,2,0.06,1,365,2
13831,40.7327,-74.00341,80,1,0,0.0,1,0,0
13832,40.81699,-73.94254,45,1,15,0.35,1,0,0
13833,40.67887,-73.97006,65,1,64,1.53,13,329,2
13834,40.71578,-73.98201,47,1,0,0.0,1,0,0
13835,40.77686,-73.95084,65,5,7,0.19,2,0,0
13836,40.73466,-73.99539,229,1,0,0.0,1,0,0
13837,40.71419,-73.94368,160,5,1,0.16,1,305,2
13838,40.72768,-74.00233,500,5,24,0.58,2,321,2
13839,40.70086,-73.93063,120,2,99,2.46,1,288,2
13840,40.75126,-73.99498,139,3,0,0.0,1,0,0
13841,40.71934,-74.00998,400,6,40,1.02,1,105,0
13842,40.69433,-73.93262,45,5,2,0.06,1,342,2
13843,40.82021,-73.95307,87,1,80,2.29,7,55,0
13844,40.71986,-73.96046,50,3,0,0.0,2,0,0
13845,40.80985,-73.93838,115,3,118,2.85,1,157,2
13846,40.71319,-73.96406,51,1,0,0.0,1,0,0
13847,40.69693,-73.93725,43,30,5,0.12,2,311,2
13848,40.71852,-73.95897,70,1,0,0.0,1,0,0
13849,40.80639,-73.95551,125,3,7,0.19,1,0,0
13850,40.69664,-73.93628,55,5,3,0.09,1,0,0
13851,40.65398,-73.96377,50,2,5,0.12,1,0,0
13852,40.69808,-73.93174,60,1,1,0.03,1,0,0
13853,40.83953,-73.85717,88,1,121,2.9,1,170,2
13854,40.88808,-73.86017,85,20,10,0.24,1,277,2
13855,40.68606,-74.00122,275,2,18,0.46,1,292,2
13856,40.68168,-73.93574,65,1,9,0.24,1,343,2
13857,40.66564,-73.97666,135,30,0,0.0,1,341,2
13858,40.64953,-74.00011,40,2,9,0.25,1,20,0
13859,40.74751,-73.99483,85,1,165,3.96,12,338,2
13860,40.74896,-73.99657,85,1,146,3.62,12,352,2
13861,40.74973,-73.99515,85,1,162,3.91,12,344,2
13862,40.66388,-73.98587,120,1,5,0.12,1,0,0
13863,40.72315,-73.98251,220,2,48,1.21,1,135,0
13864,40.71957,-73.94199,80,5,81,1.96,2,308,2
13865,40.79783,-73.96405,275,30,10,0.25,12,219,2
13866,40.71852,-73.88373,125,4,93,2.22,4,306,2
13867,40.74398,-73.99664,46,1,0,0.0,1,0,0
13868,40.76859,-73.94359,65,1,3,0.07,1,0,0
13869,40.65436,-73.96179,58,1,5,0.13,1,2,0
13870,40.70017,-73.91014,60,1,0,0.0,1,0,0
13871,40.71632,-73.88297,115,4,6,0.14,4,314,2
13872,40.67104,-73.93859,65,3,0,0.0,1,0,0
13873,40.75869,-73.91899,49,1,5,0.13,1,332,2
13874,40.72709,-73.95326,70,3,2,0.11,1,0,0
13875,40.85823,-73.93612,95,1,0,0.0,1,158,0
13876,40.73492,-74.00457,196,15,2,0.05,1,31,0
13877,40.76574,-73.95915,80,5,5,0.12,1,0,0
13878,40.60077,-74.07788,35,4,73,2.1,4,320,2
13879,40.72302,-74.00487,82,5,12,0.3,2,0,0
13880,40.7832,-73.98189,136,31,2,0.1,8,365,2
13881,40.76278,-73.96638,75,1,89,2.1,1,268,2
13882,40.86818,-73.92708,68,6,24,0.6,1,0,0
13883,40.68709,-73.92059,64,4,25,0.59,1,18,0
13884,40.68577,-73.95179,100,3,1,0.02,1,0,0
13885,40.71886,-73.96234,65,2,2,0.05,2,0,0
13886,40.67546,-73.97528,350,365,0,0.0,1,364,2
13887,40.72948,-73.98885,450,1,1,0.03,1,0,0
13888,40.79004,-73.97308,99,1,0,0.0,1,157,0
13889,40.74399,-73.95321,195,1,0,0.0,1,0,0
13890,40.70206,-73.92964,48,1,1,0.03,1,0,0
13891,40.69366,-73.91608,85,2,99,2.5,1,29,0
13892,40.68858,-73.95387,70,1,0,0.0,1,0,0
13893,40.76165,-73.99062,180,2,136,3.45,1,253,2
13894,40.76696,-73.99139,90,1,0,0.0,1,0,0
13895,40.67626,-73.98211,175,7,43,1.07,1,0,0
13896,40.71402,-73.94432,245,3,16,0.4,2,66,0
13897,40.69913,-73.91814,45,3,11,0.31,1,0,0
13898,40.74286,-73.91635,34,1,1,0.02,1,0,0
13899,40.76705,-73.95126,125,1,0,0.0,1,0,0
13900,40.68449,-73.92773,75,1,38,3.79,1,195,2
13901,40.67895,-73.92851,125,3,75,3.27,1,316,2
13902,40.79182,-73.96564,200,31,8,0.22,3,342,2
13903,40.74775,-73.94797,100,12,5,0.13,1,0,0
13904,40.81306,-73.94141,70,7,12,0.33,1,38,0
13905,40.72963,-73.94937,45,1,0,0.0,1,0,0
13906,40.67094,-73.97388,154,3,123,3.01,2,289,2
13907,40.78271,-73.9451,300,31,1,0.04,1,358,2
13908,40.79753,-73.96211,250,1,88,2.13,1,329,2
13909,40.72834,-73.98048,140,7,65,1.65,1,242,2
13910,40.83338,-73.95051,59,5,26,0.61,1,0,0
13911,40.82385,-73.94687,80,2,86,2.43,3,63,0
13912,40.7264,-73.95405,230,5,33,0.94,1,26,0
13913,40.78975,-73.97001,150,1,4,0.11,1,0,0
13914,40.75009,-73.87578,45,1,78,1.94,4,337,2
13915,40.69406,-73.98102,144,3,1,0.02,1,0,0
13916,40.7299,-73.95782,44,4,47,1.3,2,0,0
13917,40.7235,-73.94203,75,1,0,0.0,1,0,0
13918,40.69367,-73.93286,45,10,25,0.62,1,29,0
13919,40.72997,-73.98633,129,1,11,0.27,1,0,0
13920,40.72566,-74.00275,75,1,1,0.02,1,0,0
13921,40.68895,-73.96489,220,12,13,0.31,3,354,2
13922,40.70687,-73.93981,125,4,138,3.5,2,37,0
13923,40.68706,-73.97065,150,30,20,0.47,3,326,2
13924,40.73331,-73.98229,63,1,3,0.07,1,0,0
13925,40.73557,-74.006,120,1,0,0.0,1,0,0
13926,40.68645,-73.95711,45,7,0,0.0,1,0,0
13927,40.68591,-74.00164,120,7,0,0.0,1,0,0
13928,40.83113,-73.94924,125,1,0,0.0,1,0,0
13929,40.73988,-73.97968,450,2,2,0.05,1,0,0
13930,40.71991,-74.00641,1250,30,0,0.0,1,342,3
13931,40.69447,-73.92213,36,2,1,0.02,1,0,0
13932,40.68018,-73.96572,48,3,4,0.1,1,0,0
13933,40.67283,-73.87785,50,1,35,0.92,2,365,2
13934,40.75951,-73.92821,59,3,42,0.99,1,3,0
13935,40.72853,-73.95533,39,1,1,0.02,1,0,0
13936,40.80734,-73.94666,70,2,4,0.1,1,0,0
13937,40.7172,-73.95557,150,1,0,0.0,1,0,0
13938,40.64875,-73.96978,100,5,2,0.05,1,0,0
13939,40.70777,-73.9435,80,6,0,0.0,1,0,0
13940,40.68983,-73.97327,125,1,75,1.81,1,171,2
13941,40.74666,-74.00201,180,1,0,0.0,1,0,0
13942,40.71987,-73.93705,45,4,1,0.03,1,0,0
13943,40.76467,-73.99422,185,30,8,0.21,31,332,2
13944,40.70732,-73.95466,60,2,18,0.46,2,0,0
13945,40.71532,-73.95352,40,1,1,0.02,1,0,0
13946,40.70692,-73.95501,80,3,35,0.85,2,0,0
13947,40.71906,-73.96338,85,2,0,0.0,2,0,0
13948,40.6651,-73.98307,135,3,134,3.18,1,241,2
13949,40.825,-73.95226,70,2,84,2.23,2,311,2
13950,40.71412,-73.95895,600,30,7,0.17,2,67,3
13951,40.71448,-73.99157,110,1,1,0.03,1,0,0
13952,40.68928,-73.99903,105,1,5,0.14,1,0,0
13953,40.80512,-73.953,100,2,72,2.08,1,19,0
13954,40.69032,-73.95,65,5,8,0.21,1,0,0
13955,40.76952,-73.95688,125,14,28,1.29,1,22,0
13956,40.69349,-73.91109,50,1,9,0.92,1,179,2
13957,40.71362,-73.95617,360,1,4,0.18,3,201,2
13958,40.67225,-73.97357,160,5,16,0.4,1,11,0
13959,40.7408,-74.00127,225,1,0,0.0,1,0,0
13960,40.68811,-73.97621,105,3,0,0.0,1,0,0
13961,40.72843,-73.9999,175,60,28,0.7,1,126,0
13962,40.70158,-73.91851,130,1,0,0.0,1,0,0
13963,40.60951,-73.97642,79,1,15,0.43,6,180,2
13964,40.6668,-73.97713,90,2,56,1.34,1,60,0
13965,40.6764,-73.93819,283,4,92,2.34,2,234,2
13966,40.74706,-73.90434,50,1,0,0.0,1,0,0
13967,40.57411,-74.09436,100,2,0,0.0,1,0,0
13968,40.67897,-73.9709,70,1,238,5.87,13,313,2
13969,40.67689,-73.93967,199,4,52,1.31,2,242,2
13970,40.68616,-73.92514,45,4,30,0.77,1,286,2
13971,40.755,-73.96562,325,3,9,0.23,1,88,0
13972,40.74102,-73.98961,275,1,0,0.0,1,0,0
13973,40.76295,-73.99432,130,30,6,0.15,31,331,2
13974,40.77032,-73.95268,179,1,138,3.3,1,252,2
13975,40.80708,-73.95211,80,3,10,0.28,1,332,2
13976,40.77929,-73.98513,99,4,68,1.62,1,57,0
13977,40.8027,-73.94629,135,3,16,0.39,1,0,0
13978,40.69506,-73.95019,145,3,41,1.0,1,0,0
13979,40.6859,-73.9576,69,90,43,1.16,1,0,0
13980,40.66791,-73.95914,89,5,0,0.0,1,0,0
13981,40.79013,-73.94473,75,2,21,0.5,1,0,0
13982,40.7441,-73.97224,200,1,0,0.0,1,0,0
13983,40.75427,-73.90646,55,1,54,1.28,1,297,2
13984,40.74976,-73.97748,80,1,0,0.0,1,0,0
13985,40.68678,-73.90629,75,2,154,4.04,1,15,0
13986,40.80387,-73.96096,90,3,1,0.07,2,0,0
13987,40.64295,-73.96704,98,4,106,2.59,3,273,2
13988,40.83723,-73.94249,70,3,34,0.81,1,0,0
13989,40.79886,-73.96157,132,7,0,0.0,1,0,0
13990,40.66938,-73.95722,50,2,24,1.79,1,47,0
13991,40.75685,-73.99569,250,30,1,0.13,96,331,2
13992,40.77524,-73.94682,199,1,0,0.0,1,0,0
13993,40.72396,-73.99445,99,2,43,1.05,1,0,0
13994,40.69892,-73.94645,77,2,74,1.88,1,343,2
13995,40.78231,-73.94571,100,1,0,0.0,1,0,0
13996,40.75666,-73.91449,130,3,50,1.27,2,352,2
13997,40.61155,-73.96337,60,1,1,0.03,1,0,0
13998,40.75645,-73.99404,200,1,207,5.01,1,245,2
13999,40.70788,-73.93889,117,10,3,0.43,1,1,0
14000,40.65412,-73.97706,89,1,1,0.02,1,0,0
14001,40.65603,-73.95836,44,2,31,0.75,2,297,2
14002,40.86912,-73.91988,70,1,1,0.03,1,312,2
14003,40.73058,-73.98286,39,1,4,0.1,1,0,0
14004,40.81535,-73.95862,150,31,15,0.36,1,0,0
14005,40.80523,-73.93929,60,1,0,0.0,1,0,0
14006,40.64179,-74.01147,75,1,0,0.0,1,0,0
14007,40.80097,-73.9489,89,1,8,0.21,1,0,0
14008,40.7276,-74.00075,200,2,47,1.14,1,205,2
14009,40.68256,-73.96108,124,2,97,2.45,1,104,0
14010,40.71507,-73.94093,60,1,0,0.0,1,0,0
14011,40.72553,-73.9777,70,4,0,0.0,1,0,0
14012,40.67755,-73.95108,100,4,8,0.19,1,0,0
14013,40.7653,-73.98536,117,30,2,0.07,96,198,2
14014,40.83865,-73.93782,100,1,0,0.0,1,0,0
14015,40.70123,-73.91865,50,5,2,0.07,1,0,0
14016,40.69887,-73.9227,75,20,1,0.11,1,93,0
14017,40.71455,-73.9618,75,2,3,0.07,1,0,0
14018,40.64945,-73.9624,75,7,1,0.02,1,0,0
14019,40.73242,-74.00411,150,1,0,0.0,1,0,0
14020,40.697,-73.92176,65,1,1,0.04,1,0,0
14021,40.7794,-73.91646,22,1,14,0.34,2,0,0
14022,40.7388,-73.98024,120,1,0,0.0,1,0,0
14023,40.71287,-73.99573,320,4,6,0.18,2,142,2
14024,40.76446,-73.92988,65,2,0,0.0,1,0,0
14025,40.67706,-73.98227,95,1,0,0.0,1,0,0
14026,40.86679,-73.92699,115,30,1,0.09,1,0,0
14027,40.74237,-74.00063,120,2,2,0.05,1,0,0
14028,40.72112,-74.00039,150,1,0,0.0,1,0,0
14029,40.64205,-73.96622,40,5,0,0.0,1,0,0
14030,40.67631,-73.97224,425,5,2,0.05,1,0,0
14031,40.68696,-73.91382,75,2,179,4.47,1,123,0
14032,40.6803,-73.96261,150,21,23,0.57,3,0,0
14033,40.64266,-73.96492,49,7,22,0.54,4,269,2
14034,40.72215,-73.98496,165,4,8,0.21,1,351,2
14035,40.72523,-74.00127,200,1,0,0.0,1,0,0
14036,40.79816,-73.97178,175,2,1,0.03,1,0,0
14037,40.6643,-73.95196,97,1,209,5.02,1,9,0
14038,40.79018,-73.94689,270,4,171,4.14,2,15,0
14039,40.682,-73.91851,155,2,156,3.74,1,223,2
14040,40.73539,-73.95838,55,10,2,0.05,1,0,0
14041,40.72999,-73.98275,80,3,72,1.79,1,133,0
14042,40.88777,-73.9059,70,1,1,0.03,1,0,0
14043,40.76061,-73.91767,35,1,1,0.02,1,0,0
14044,40.73804,-73.9852,110,1,3,0.07,1,0,0
14045,40.75279,-73.97251,129,30,4,0.11,12,328,2
14046,40.71504,-73.93613,45,1,169,4.11,1,134,0
14047,40.76797,-73.95369,50,1,2,0.05,1,0,0
14048,40.6936,-73.94864,105,1,24,0.69,1,0,0
14049,40.68995,-73.92844,45,3,9,0.34,1,80,0
14050,40.76175,-73.99041,83,2,15,0.37,3,1,0
14051,40.77141,-73.9534,40,1,56,1.35,2,173,2
14052,40.74095,-73.98554,85,1,0,0.0,1,0,0
14053,40.75981,-73.99071,400,3,124,3.0,1,261,2
14054,40.76189,-73.94934,64,3,51,1.28,1,40,0
14055,40.76443,-73.95833,130,2,19,0.45,1,13,0
14056,40.83365,-73.94459,65,3,0,0.0,1,0,0
14057,40.76504,-73.98856,200,1,1,0.03,1,364,2
14058,40.5903,-73.79247,200,1,15,1.23,1,354,2
14059,40.6713,-73.95603,120,2,0,0.0,1,0,0
14060,40.73462,-73.85705,60,1,64,1.57,2,280,2
14061,40.82903,-73.94747,60,3,124,3.16,2,82,0
14062,40.80554,-73.96422,80,1,1,0.02,1,0,0
14063,40.71823,-73.98319,90,7,0,0.0,1,0,0
14064,40.6837,-73.96505,125,5,1,0.02,1,0,0
14065,40.71113,-73.95457,40,20,0,0.0,1,0,0
14066,40.80526,-73.95509,80,2,69,1.72,1,140,0
14067,40.71331,-73.99822,100,2,0,0.0,1,0,0
14068,40.65846,-73.9489,50,6,1,0.04,1,0,0
14069,40.64528,-73.93457,37,1,16,0.46,1,0,0
14070,40.73303,-74.00118,200,3,1,0.03,1,0,0
14071,40.71327,-73.96438,65,3,9,0.24,1,0,0
14072,40.74358,-73.99758,130,2,32,0.79,1,355,2
14073,40.67039,-73.95959,95,14,3,0.08,1,0,0
14074,40.65058,-73.94859,54,2,63,1.52,2,316,2
14075,40.79176,-73.97329,82,1,0,0.0,1,0,0
14076,40.7462,-73.97707,105,3,3,0.08,1,0,0
14077,40.64681,-73.95901,30,3,5,0.14,1,189,2
14078,40.76407,-73.98868,169,30,0,0.0,1,364,2
14079,40.7869,-73.95285,45,1,2,0.05,1,0,0
14080,40.80806,-73.9435,100,4,0,0.0,1,0,0
14081,40.76636,-73.90393,75,1,0,0.0,1,0,0
14082,40.7276,-73.98635,219,1,101,2.46,2,341,2
14083,40.75979,-73.99216,75,2,0,0.0,1,0,0
14084,40.6074,-73.97458,25,3,119,2.9,2,349,2
14085,40.76371,-73.99306,250,3,3,0.08,1,0,0
14086,40.72381,-73.9892,149,1,0,0.0,1,0,0
14087,40.67393,-73.9546,33,7,0,0.0,1,0,0
14088,40.77567,-73.92202,90,7,3,0.09,1,358,2
14089,40.66323,-73.98117,87,2,112,2.74,1,10,0
14090,40.68542,-73.93965,60,4,0,0.0,1,0,0
14091,40.7254,-73.95246,99,10,0,0.0,1,0,0
14092,40.68729,-73.96995,225,10,10,0.26,4,350,2
14093,40.81389,-73.95205,45,7,6,0.15,1,0,0
14094,40.7178,-73.95595,129,4,5,0.12,1,0,0
14095,40.73117,-73.98593,325,1,0,0.0,1,0,0
14096,40.66686,-73.98907,120,2,5,0.12,1,0,0
14097,40.86553,-73.83993,35,1,67,1.81,4,11,0
14098,40.72088,-73.98533,200,2,1,0.03,1,0,0
14099,40.66101,-73.9302,100,2,29,2.17,1,318,2
14100,40.70007,-73.99091,250,1,0,0.0,1,0,0
14101,40.70807,-73.92113,122,2,11,0.82,2,0,0
14102,40.72891,-74.00109,149,5,0,0.0,1,0,0
14103,40.74662,-73.98965,295,1,0,0.0,1,0,0
14104,40.71377,-73.94092,120,1,1,0.02,1,0,0
14105,40.77949,-73.94973,150,6,11,0.3,1,174,2
14106,40.70528,-73.94384,60,1,0,0.0,1,0,0
14107,40.68403,-74.00192,110,30,1,0.03,1,312,2
14108,40.70642,-74.01756,245,3,59,1.49,1,184,2
14109,40.67204,-73.94614,100,1,0,0.0,1,0,0
14110,40.70373,-73.92455,75,1,0,0.0,1,0,0
14111,40.73967,-73.98643,99,14,0,0.0,1,0,0
14112,40.72639,-73.94764,205,2,0,0.0,1,0,0
14113,40.72689,-74.00086,110,30,2,0.06,9,333,2
14114,40.68446,-73.90851,33,1,1,0.02,1,0,0
14115,40.6725,-73.93981,98,3,128,3.1,1,342,2
14116,40.7297,-73.98192,133,28,2,0.05,1,0,0
14117,40.6786,-73.9621,45,1,1,0.02,1,0,0
14118,40.70516,-73.95088,65,3,2,0.05,1,0,0
14119,40.49979,-74.24084,110,2,0,0.0,1,364,2
14120,40.7054,-73.94283,80,2,5,0.15,2,0,0
14121,40.71074,-73.96276,150,2,0,0.0,1,0,0
14122,40.71414,-73.95761,110,5,0,0.0,2,0,0
14123,40.71716,-73.96456,149,5,20,1.08,1,0,0
14124,40.75299,-73.97154,400,1,0,0.0,1,0,0
14125,40.81195,-73.95274,150,1,17,0.43,1,363,2
14126,40.65791,-73.95009,35,1,2,0.06,1,0,0
14127,40.83525,-73.9452,36,1,3,0.08,1,0,0
14128,40.85612,-73.93024,45,1,50,1.32,1,90,0
14129,40.6887,-73.90598,65,2,0,0.0,1,0,0
14130,40.72005,-73.98409,90,5,1,0.03,1,0,0
14131,40.60729,-74.00117,68,2,39,1.1,1,0,0
14132,40.65123,-73.96436,36,1,1,0.03,1,0,0
14133,40.62361,-73.93423,34,1,7,0.17,2,349,2
14134,40.77516,-73.9555,80,1,0,0.0,1,0,0
14135,40.68584,-73.97571,135,2,1,0.03,1,0,0
14136,40.80732,-73.9648,128,1,33,0.85,2,235,2
14137,40.83625,-73.94062,40,2,18,0.44,1,0,0
14138,40.70384,-73.91145,40,7,0,0.0,1,0,0
14139,40.6869,-73.96324,155,3,161,3.94,1,251,2
14140,40.75293,-73.90304,50,4,49,1.21,2,211,2
14141,40.64553,-74.00221,40,2,119,2.88,1,0,0
14142,40.6884,-73.97527,250,2,109,3.22,2,243,2
14143,40.72633,-73.98068,295,1,7,0.18,1,0,0
14144,40.76327,-73.88655,145,2,61,1.52,1,302,2
14145,40.77774,-73.97701,199,2,0,0.0,1,0,0
14146,40.67529,-74.01514,140,1,0,0.0,2,0,0
14147,40.80283,-73.96504,60,15,0,0.0,1,0,0
14148,40.76309,-73.95794,175,1,1,0.02,1,0,0
14149,40.803,-73.96459,150,1,0,0.0,1,0,0
14150,40.75055,-73.88366,89,14,4,0.1,2,0,0
14151,40.68926,-73.94074,38,2,0,0.0,1,43,0
14152,40.68683,-73.96177,350,4,1,0.05,1,86,0
14153,40.71786,-74.00009,105,1,16,0.4,1,0,0
14154,40.71319,-73.95669,185,2,122,3.12,1,105,0
14155,40.77617,-73.94677,195,1,136,3.26,1,103,0
14156,40.75598,-73.96664,135,3,4,0.13,1,0,0
14157,40.6607,-73.96168,60,1,0,0.0,1,0,0
14158,40.70094,-73.9435,120,7,0,0.0,2,0,0
14159,40.72527,-73.94803,34,1,0,0.0,1,0,0
14160,40.68585,-73.94875,45,2,27,0.78,1,339,2
14161,40.81223,-73.94313,199,4,2,0.05,1,0,0
14162,40.76438,-73.99482,125,1,64,1.88,1,0,0
14163,40.8506,-73.90231,109,3,62,1.51,2,58,0
14164,40.65627,-73.97955,250,7,0,0.0,3,0,0
14165,40.65636,-73.97945,150,4,1,0.03,3,0,0
14166,40.73303,-74.005,1100,6,4,0.12,4,313,3
14167,40.82289,-73.94915,52,3,0,0.0,1,0,0
14168,40.7487,-73.99514,119,2,134,3.42,1,66,0
14169,40.7386,-73.99775,70,1,2,0.05,1,0,0
14170,40.79929,-73.95199,100,3,147,3.55,1,66,0
14171,40.72931,-73.98222,250,2,9,0.22,1,0,0
14172,40.79277,-73.97613,150,1,16,0.4,1,0,0
14173,40.77035,-73.98638,150,2,0,0.0,1,0,0
14174,40.64751,-73.97814,100,1,0,0.0,1,0,0
14175,40.72272,-73.84206,30,14,0,0.0,1,0,0
14176,40.70985,-73.98724,35,14,2,0.08,28,320,2
14177,40.83117,-73.94281,200,1,3,0.38,2,365,2
14178,40.72965,-74.00261,99,12,60,1.6,1,0,0
14179,40.70128,-73.9253,40,7,0,0.0,1,0,0
